Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Initiating Action,bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
The Bluest Eye,"Morrison, Toni",,,,,Virginia,Fluvanna School District,October 2023,Banned pending investigation,Informal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration",11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Wisconsin,Howard-Suamic School District,November 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Wisconsin,Menomonee Falls Schools,October 2023,Banned,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Fall,"Muchamore, Robert",,,,Cherub,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,11991,The Fall,Albert Camus/Justin O'Brien,4.04,0679720227,9780679720225,eng,147,53697,1772,5/7/1991,Vintage
Kafka on the Shore,"Murakami, Haruki",,,,,Florida,Escambia County Public Schools,May 2024,Banned pending investigation,Formal Challenge,45314,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400043662,9781400043668,en-US,436,1989,315,1/26/2005,Knopf Publishing Group
Kafka on the Shore,"Murakami, Haruki",,,,,Florida,Orange County Public Schools,June 2024,Banned,Administration,45314,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400043662,9781400043668,en-US,436,1989,315,1/26/2005,Knopf Publishing Group
Kafka on the Shore,"Murakami, Haruki",,,,,Florida,Santa Rosa County Schools,May 2024,Banned,Formal Challenge,45314,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400043662,9781400043668,en-US,436,1989,315,1/26/2005,Knopf Publishing Group
The Wind-Up Bird Chronicle,"Murakami, Haruki",,,"Rubin, Jay",,Maine,Hermon School Department,August 2023,Banned by restriction,Administration,45312,The Wind-Up Bird Chronicle,Haruki Murakami/Jay Rubin,4.17,0679446699,9780679446699,eng,611,301,67,10/21/1997,Alfred A. Knopf
The Wind-Up Bird Chronicle,"Murakami, Haruki",,,"Rubin, Jay",,Texas,Fort Worth Independent School District,August 2023,Banned,Administration,45312,The Wind-Up Bird Chronicle,Haruki Murakami/Jay Rubin,4.17,0679446699,9780679446699,eng,611,301,67,10/21/1997,Alfred A. Knopf
The Wind-Up Bird Chronicle,"Murakami, Haruki",,,"Rubin, Jay",,Virginia,Hanover County Public Schools,August 2023,Banned,Administration,45312,The Wind-Up Bird Chronicle,Haruki Murakami/Jay Rubin,4.17,0679446699,9780679446699,eng,611,301,67,10/21/1997,Alfred A. Knopf
Monster,"Myers, Walter Dean",,,,,Florida,Clay County School District,February 2024,Banned pending investigation,Formal Challenge,44184,Monster,Walter Dean Myers,3.72,0064407314,9780064407311,eng,281,56171,5341,3/5/2019,Amistad
Monster,"Myers, Walter Dean",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,44184,Monster,Walter Dean Myers,3.72,0064407314,9780064407311,eng,281,56171,5341,3/5/2019,Amistad
Monster,"Myers, Walter Dean",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,44184,Monster,Walter Dean Myers,3.72,0064407314,9780064407311,eng,281,56171,5341,3/5/2019,Amistad
Lolita,"Nabokov, Vladimir",,,,,Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration,32581,Lolita,Vladimir Nabokov/Martin Amis,3.89,0679410430,9780679410430,eng,335,1965,295,3/9/1993,Everyman's Library
Lolita,"Nabokov, Vladimir",,,,,North Carolina,Catawba County Schools,November 2023,Banned by restriction,Administration,32581,Lolita,Vladimir Nabokov/Martin Amis,3.89,0679410430,9780679410430,eng,335,1965,295,3/9/1993,Everyman's Library
Lolita,"Nabokov, Vladimir",,,,,Wisconsin,Howard-Suamic School District,November 2023,Banned,Administration,32581,Lolita,Vladimir Nabokov/Martin Amis,3.89,0679410430,9780679410430,eng,335,1965,295,3/9/1993,Everyman's Library
The Time Traveler's Wife,"Niffenegger, Audrey",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,15137,The Time Traveler's Wife,Audrey Niffenegger/William Hope/Laurel Lefkow,3.97,0563504838,9780563504832,eng,5,17,0,8/1/2005,BBC Audiobooks
The Time Traveler's Wife,"Niffenegger, Audrey",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,15137,The Time Traveler's Wife,Audrey Niffenegger/William Hope/Laurel Lefkow,3.97,0563504838,9780563504832,eng,5,17,0,8/1/2005,BBC Audiobooks
The Time Traveler's Wife,"Niffenegger, Audrey",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration,15137,The Time Traveler's Wife,Audrey Niffenegger/William Hope/Laurel Lefkow,3.97,0563504838,9780563504832,eng,5,17,0,8/1/2005,BBC Audiobooks
The Time Traveler's Wife,"Niffenegger, Audrey",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,15137,The Time Traveler's Wife,Audrey Niffenegger/William Hope/Laurel Lefkow,3.97,0563504838,9780563504832,eng,5,17,0,8/1/2005,BBC Audiobooks
Evermore,"Noël, Alyson",,,,The Immortals,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,36505,Evermore,James Robert Smith/Stephen Mark Rainey/Joel Lane/Gary Fry/John Morressy/Kealan Patrick Burke/Manly Wade Wellman/Fred Chappell/Charlee Jacob/F. Gwynplaine MacIntyre/Steve Rasnic Tem/Thomas F. Monteleone/Rick Hautala/Melanie Tem/Trey R. Baker/Ken Goldman/Vincent Starrett/Tom Piccirilli,3.31,0870541854,9780870541858,eng,237,16,3,10/1/2006,Arkham House Publishers
Evermore,"Noël, Alyson",,,,The Immortals,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,36505,Evermore,James Robert Smith/Stephen Mark Rainey/Joel Lane/Gary Fry/John Morressy/Kealan Patrick Burke/Manly Wade Wellman/Fred Chappell/Charlee Jacob/F. Gwynplaine MacIntyre/Steve Rasnic Tem/Thomas F. Monteleone/Rick Hautala/Melanie Tem/Trey R. Baker/Ken Goldman/Vincent Starrett/Tom Piccirilli,3.31,0870541854,9780870541858,eng,237,16,3,10/1/2006,Arkham House Publishers
Evermore,"Noël, Alyson",,,,The Immortals,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,36505,Evermore,James Robert Smith/Stephen Mark Rainey/Joel Lane/Gary Fry/John Morressy/Kealan Patrick Burke/Manly Wade Wellman/Fred Chappell/Charlee Jacob/F. Gwynplaine MacIntyre/Steve Rasnic Tem/Thomas F. Monteleone/Rick Hautala/Melanie Tem/Trey R. Baker/Ken Goldman/Vincent Starrett/Tom Piccirilli,3.31,0870541854,9780870541858,eng,237,16,3,10/1/2006,Arkham House Publishers
Shadowland,"Noël, Alyson",,,,The Immortals,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,19580,Shadowland,Peter Straub,3.91,0425188221,9780425188224,eng,468,10293,253,3/4/2003,Berkley
The Complete Stories,"O'Connor, Flannery",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,38068,The Complete Stories,Zora Neale Hurston/Henry Louis Gates Jr./Sieglinde Lemke,4.25,0060921714,9780060921712,eng,336,756,45,1/5/1996,Amistad
The Falls,"Oates, Joyce Carol",,,,,Iowa,Glenwood Community School District,June 2024,Banned pending investigation,Administration,15967,The Falls,Joyce Carol Oates,3.58,0060722290,9780060722296,eng,512,8278,748,8/2/2005,Harper Perennial
We Were the Mulvaneys,"Oates, Joyce Carol",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,5204,We Were the Mulvaneys,Joyce Carol Oates,3.73,0452282829,9780452282827,eng,454,87367,2553,9/1/1997,Plume
1984,"Orwell, George",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Nodaway Valley Community School District,October 2023,Banned pending investigation,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Ottumwa Community School District,January 2024,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Pocahontas Area Community School District,June 2024,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
1984,"Orwell, George",,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum
When the Emperor Was Divine,"Otsuka, Julie",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,6658,When the Emperor Was Divine,Julie Otsuka,3.73,0141009055,9780141009056,en-US,160,180,27,1/12/2004,Penguin
Metamorphoses,Ovid,,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,0393058107,9780393058109,eng,624,30,8,11/17/2003,W. W. Norton  Company
The Dive From Clausen's Pier,"Packer, Ann",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,16059,The Dive From Clausen's Pier,Ann Packer,3.42,0375727132,9780375727139,eng,432,19844,1747,4/8/2003,Vintage
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Florida,Seminole County Public Schools,November 2023,Banned,Administration,5759,Fight Club,Chuck Palahniuk,4.19,0393327345,9780393327342,eng,218,388782,9654,10/17/2005,W.W. Norton & Company (NYC)
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration,5759,Fight Club,Chuck Palahniuk,4.19,0393327345,9780393327342,eng,218,388782,9654,10/17/2005,W.W. Norton & Company (NYC)
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Utah,Washington County Schools,August 2023,Banned,Administration,5759,Fight Club,Chuck Palahniuk,4.19,0393327345,9780393327342,eng,218,388782,9654,10/17/2005,W.W. Norton & Company (NYC)
Fight Club,"Palahniuk, Chuck",,,,Fight Club,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",5759,Fight Club,Chuck Palahniuk,4.19,0393327345,9780393327342,eng,218,388782,9654,10/17/2005,W.W. Norton & Company (NYC)
Haunted,"Palahniuk, Chuck",,,,,Florida,Alachua County Public Schools,March 2024,Banned,Formal Challenge,22296,Haunted,Chuck Palahniuk,3.59,0224064452,9780224064453,eng,416,173,15,5/1/2005,Jonathan Cape
Haunted,"Palahniuk, Chuck",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration,22296,Haunted,Chuck Palahniuk,3.59,0224064452,9780224064453,eng,416,173,15,5/1/2005,Jonathan Cape
Haunted,"Palahniuk, Chuck",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",22296,Haunted,Chuck Palahniuk,3.59,0224064452,9780224064453,eng,416,173,15,5/1/2005,Jonathan Cape
Bel Canto,"Patchett, Ann",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,5826,Bel Canto,Ann Patchett,3.93,0060838728,9780060838720,eng,352,218195,13012,8/2/2005,Harper Perennial
The Patron Saint of Liars,"Patchett, Ann",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,15957,The Patron Saint of Liars,Ann Patchett,3.80,1841150509,9781841150505,eng,352,25342,2493,4/1/2003,HarperCollins Publishers
3rd Degree,"Patterson, James","Gross, Andrew",,,Women's Murder Club,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,21425,3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,4.02,1586215981,9781586215989,eng,7,76,9,3/1/2004,Hachette Audio
Suzanne's Diary for Nicholas,"Patterson, James",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,7494,Suzanne's Diary for Nicholas,James Patterson,4.17,0446611085,9780446611084,eng,289,131662,4267,8/1/2003,Vision
The Beach House,"Patterson, James","De Jonge, Peter",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,7515,The Beach House,James Patterson/Peter de Jonge,3.84,0316969680,9780316969680,eng,358,717,57,6/10/2002,Little  Brown and Company
The Big Bad Wolf,"Patterson, James",,,,Alex Cross,Florida,Collier County Public Schools,October 2023,Banned pending investigation,Administration,21430,The Big Bad Wolf,James Patterson/Peter J. Fernandez/Denis O'Hare,3.99,1586215809,9781586215804,eng,8,101,13,11/1/2003,Little  Brown & Company
The Big Bad Wolf,"Patterson, James",,,,Alex Cross,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,21430,The Big Bad Wolf,James Patterson/Peter J. Fernandez/Denis O'Hare,3.99,1586215809,9781586215804,eng,8,101,13,11/1/2003,Little  Brown & Company
The Jester,"Patterson, James",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,13157,The Jester,James Patterson/Andrew Gross,3.80,0755300203,9780755300204,eng,548,16563,849,3/1/2004,Headline
Sideways: The Shooting Script,"Payne, Alexander","Taylor, Jim",,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,15786,Sideways: The Shooting Script,Alexander Payne/Jim     Taylor,4.21,1557046557,9781557046550,eng,192,101,3,12/8/2004,Newmarket Press
The Moviegoer,"Percy, Walker",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,10739,The Moviegoer,Walker Percy,3.68,0375701966,9780375701962,eng,242,21634,1660,4/14/1998,Vintage Books USA
Special Topics in Calamity Physics,"Pessl, Marisha",,,,,Texas,Conroe Independent School District,January 2024,Banned,Administration,3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,9780670037773,eng,514,32370,4212,8/3/2006,Penguin Books Ltd
Special Topics in Calamity Physics,"Pessl, Marisha",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,9780670037773,eng,514,32370,4212,8/3/2006,Penguin Books Ltd
Harvesting the Heart,"Picoult, Jodi",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,10908,Harvesting the Heart,Jodi Picoult,3.60,0140230270,9780140230277,eng,453,39611,2473,4/1/1995,Penguin Books
Mercy,"Picoult, Jodi",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,10910,Mercy,Jodi Picoult,3.58,0743422449,9780743422444,eng,400,42046,2564,4/1/2001,Washington Square Press
Mercy,"Picoult, Jodi",,,,,Florida,Seminole County Public Schools,April 2024,Banned,Administration,10910,Mercy,Jodi Picoult,3.58,0743422449,9780743422444,eng,400,42046,2564,4/1/2001,Washington Square Press
Mercy,"Picoult, Jodi",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,10910,Mercy,Jodi Picoult,3.58,0743422449,9780743422444,eng,400,42046,2564,4/1/2001,Washington Square Press
Mercy,"Picoult, Jodi",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,10910,Mercy,Jodi Picoult,3.58,0743422449,9780743422444,eng,400,42046,2564,4/1/2001,Washington Square Press
My Sister's Keeper,"Picoult, Jodi",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,10917,My Sister's Keeper,Jodi Picoult,4.07,0743454537,9780743454537,eng,423,986711,29652,2/1/2005,Washington Square Press
My Sister's Keeper,"Picoult, Jodi",,,,,Florida,Seminole County Public Schools,April 2024,Banned by restriction,Administration,10917,My Sister's Keeper,Jodi Picoult,4.07,0743454537,9780743454537,eng,423,986711,29652,2/1/2005,Washington Square Press
My Sister's Keeper,"Picoult, Jodi",,,,,Florida,St. John's County School District,July 2023,Banned by restriction,Administration,10917,My Sister's Keeper,Jodi Picoult,4.07,0743454537,9780743454537,eng,423,986711,29652,2/1/2005,Washington Square Press
My Sister's Keeper,"Picoult, Jodi",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration,10917,My Sister's Keeper,Jodi Picoult,4.07,0743454537,9780743454537,eng,423,986711,29652,2/1/2005,Washington Square Press
